subject,channel,condition,value
sub-06,E15,post,11.5712
sub-06,E16,pre,6.9427
sub-06,E16,post,10.213
sub-06,E17,pre,10.6006
sub-06,E17,post,11.3577
sub-06,E18,pre,9.3908
sub-06,E18,post,11.7683
sub-06,E19,pre,10.1992
sub-06,E19,post,12.6366
sub-06,E20,pre,11.4121
sub-06,E20,post,13.3948
sub-06,E21,pre,8.3963
sub-06,E21,post,12.4141
sub-06,E22,pre,7.0395
sub-06,E22,post,12.0009
sub-06,E23,pre,9.489
sub-06,E23,post,10.8316
sub-06,E24,pre,6.6937
sub-06,E24,post,11.888
sub-06,E25,pre,6.5502
sub-06,E25,post,11.8309
sub-06,E26,pre,10.1154
sub-06,E26,post,11.8415
sub-06,E27,pre,7.1644
sub-06,E27,post,10.6466
sub-06,E28,pre,6.873
sub-06,E28,post,8.9106
sub-06,E29,pre,10.8988
sub-06,E29,post,12.7074
sub-06,E30,pre,7.2393
sub-06,E30,post,12.1381
sub-06,E31,pre,10.0629
sub-06,E31,post,11.8198
sub-06,E32,pre,6.7367
sub-06,E32,post,8.369
sub-06,E33,pre,8.7143
sub-06,E33,post,9.1749
sub-06,E34,pre,8.9435
sub-06,E34,post,12.775
sub-06,E35,pre,10.189
sub-06,E35,post,14.0
sub-06,E36,pre,9.6334
sub-06,E36,post,9.5505
sub-06,E37,pre,9.2921
sub-06,E37,post,9.7017
sub-06,E38,pre,9.2787
sub-06,E38,post,10.6528
sub-06,E39,pre,6.9224
sub-06,E39,post,13.444
sub-06,E40,pre,8.955
sub-06,E40,post,7.9799
sub-06,E41,pre,10.3612
sub-06,E41,post,8.0077
sub-06,E42,pre,9.798
sub-06,E42,post,7.367
sub-06,E43,pre,8.0881
sub-06,E43,post,10.7184
sub-06,E44,pre,7.4982
sub-06,E44,post,9.0976
sub-06,E45,pre,10.1546
sub-06,E45,post,7.9809
sub-06,E46,pre,6.9847
sub-06,E46,post,9.0482
sub-06,E47,pre,9.6939
sub-06,E47,post,8.5868
sub-06,E48,pre,9.6717
sub-06,E48,post,7.7572
sub-06,E49,pre,9.8916
sub-06,E49,post,11.3082
sub-06,E50,pre,9.8228
sub-06,E50,post,6.6876
sub-06,E51,pre,8.4204
sub-06,E51,post,7.9185
sub-06,E52,pre,6.5355
sub-06,E52,post,10.021
sub-06,E53,pre,10.2891
sub-06,E53,post,8.787
sub-06,E54,pre,10.4076
sub-06,E54,post,9.7641
sub-06,E55,pre,9.8349
sub-06,E55,post,8.079
sub-06,E56,pre,6.7012
sub-06,E56,post,9.8996
sub-06,E57,pre,7.2994
sub-06,E57,post,8.551
sub-06,E58,pre,7.3122
sub-06,E58,post,11.2269
sub-06,E59,pre,6.7044
sub-06,E59,post,9.6215
sub-06,E60,pre,7.6035
sub-06,E60,post,7.2285
sub-06,E61,pre,7.2304
sub-06,E61,post,10.8062
sub-06,E62,pre,8.2043
sub-06,E62,post,10.9185
sub-06,E63,pre,9.5726
sub-06,E63,post,9.4402
sub-06,E64,pre,11.1384
sub-06,E64,post,7.2957
sub-06,E65,pre,11.1205
sub-06,E65,post,9.1001
sub-06,E66,pre,9.9259
sub-06,E66,post,9.9567
sub-06,E67,pre,8.9715
sub-06,E67,post,10.5333
sub-06,E68,pre,9.3592
sub-06,E68,post,6.5161
sub-06,E69,pre,8.7198
sub-06,E69,post,10.2096
sub-06,E70,pre,7.9382
sub-06,E70,post,9.532
sub-06,E71,pre,7.3311
sub-06,E71,post,8.921
sub-06,E72,pre,10.9566
sub-06,E72,post,6.8705
sub-06,E73,pre,6.4813
sub-06,E73,post,8.4265
sub-06,E74,pre,10.4643
sub-06,E74,post,9.9111
sub-06,E75,pre,9.3828
sub-06,E75,post,9.8947
sub-06,E76,pre,8.2605
sub-06,E76,post,8.7298
sub-06,E77,pre,6.8452
sub-06,E77,post,10.9589
sub-06,E78,pre,8.8735
sub-06,E78,post,8.093
sub-06,E79,pre,10.1845
sub-06,E79,post,10.1506
sub-06,E80,pre,10.4801
sub-06,E80,post,7.0753
sub-06,E81,pre,10.7025
sub-06,E81,post,6.8174
sub-06,E82,pre,7.8245
sub-06,E82,post,6.873
sub-06,E83,pre,10.1505
sub-06,E83,post,7.6274
sub-06,E84,pre,6.8804
sub-06,E84,post,8.7051
sub-06,E85,pre,11.0108
sub-06,E85,post,7.2643
sub-06,E86,pre,8.1074
sub-06,E86,post,7.6806
sub-06,E87,pre,6.5806
sub-06,E87,post,7.9899
sub-06,E88,pre,6.5668
sub-06,E88,post,9.5024
sub-06,E89,pre,7.5111
sub-06,E89,post,9.1545
sub-06,E90,pre,10.5412
sub-06,E90,post,11.2016
sub-06,E91,pre,9.1426
sub-06,E91,post,7.2541
sub-06,E92,pre,11.0583
sub-06,E92,post,6.822
sub-06,E93,pre,8.633
sub-06,E93,post,10.5263
sub-06,E94,pre,7.5354
sub-06,E94,post,10.9175
sub-06,E95,pre,8.2663
sub-06,E95,post,8.7521
sub-06,E96,pre,6.5507
sub-06,E96,post,10.5949
sub-06,E97,pre,10.0167
sub-06,E97,post,8.8518
sub-06,E98,pre,7.6732
sub-06,E98,post,9.0085
sub-06,E99,pre,8.6739
sub-06,E99,post,7.968
sub-06,E100,pre,7.3149
sub-06,E100,post,7.7562
sub-06,E101,pre,10.5124
sub-06,E101,post,6.9002
sub-06,E102,pre,6.7239
sub-06,E102,post,10.5127
sub-06,E103,pre,11.1201
sub-06,E103,post,10.4508
sub-06,E104,pre,6.9469
sub-06,E104,post,7.369
sub-06,E105,pre,6.6328
sub-06,E105,post,7.3024
sub-06,E106,pre,5.9723
sub-06,E106,post,7.3836
sub-06,E107,pre,8.7019
sub-06,E107,post,6.8156
sub-06,E108,pre,8.7389
sub-06,E108,post,9.2132
sub-06,E109,pre,7.3407
sub-06,E109,post,5.7611
sub-06,E110,pre,8.1957
sub-06,E110,post,10.0666
sub-06,E111,pre,10.9377
sub-06,E111,post,11.1211
sub-06,E112,pre,9.3251
sub-06,E112,post,11.0334
sub-06,E113,pre,9.8236
sub-06,E113,post,10.6663
sub-06,E114,pre,7.2836
sub-06,E114,post,7.7513
sub-06,E115,pre,6.6043
sub-06,E115,post,6.4171
sub-06,E116,pre,7.1744
sub-06,E116,post,10.742
sub-06,E117,pre,9.4758
sub-06,E117,post,9.011
sub-06,E118,pre,9.0958
sub-06,E118,post,7.5091
sub-06,E119,pre,10.6666
sub-06,E119,post,10.4919
sub-06,E120,pre,10.8336
sub-06,E120,post,8.4127
sub-06,E121,pre,7.9742
sub-06,E121,post,11.105
sub-06,E122,pre,10.0802
sub-06,E122,post,8.6621
sub-06,E123,pre,7.7637
sub-06,E123,post,10.3489
sub-06,E124,pre,10.7253
sub-06,E124,post,6.941
sub-06,E125,pre,7.6128
sub-06,E125,post,8.9469
sub-06,E126,pre,6.7984
sub-06,E126,post,11.2683
sub-06,E127,pre,8.5463
sub-06,E127,post,11.0711
sub-06,E128,pre,9.4858
sub-06,E128,post,9.7108
sub-06,E129,pre,8.4514
sub-06,E129,post,9.3119
sub-06,E130,pre,10.8293
sub-06,E130,post,8.1759
sub-06,E131,pre,6.1277
sub-06,E131,post,6.0058
sub-06,E132,pre,10.9516
sub-06,E132,post,9.1431
sub-06,E133,pre,8.6103
sub-06,E133,post,8.9839
sub-06,E134,pre,6.9138
sub-06,E134,post,7.7031
sub-06,E135,pre,10.0655
sub-06,E135,post,9.243
sub-06,E136,pre,9.6652
sub-06,E136,post,8.9055
sub-06,E137,pre,9.0584
sub-06,E137,post,9.3721
sub-06,E138,pre,6.6916
sub-06,E138,post,7.9974
sub-06,E139,pre,7.2257
sub-06,E139,post,7.7725
sub-06,E140,pre,8.425
sub-06,E140,post,8.0944
sub-06,E141,pre,9.1893
sub-06,E141,post,10.4522
sub-06,E142,pre,10.5297
sub-06,E142,post,9.4851
sub-06,E143,pre,9.806
sub-06,E143,post,7.8866
sub-06,E144,pre,6.6891
sub-06,E144,post,9.1102
sub-06,E145,pre,9.0858
sub-06,E145,post,8.36
sub-06,E146,pre,10.6684
sub-06,E146,post,6.6265
sub-06,E147,pre,7.3552
sub-06,E147,post,10.8984
sub-06,E148,pre,9.0819
sub-06,E148,post,9.1141
sub-06,E149,pre,6.8913
sub-06,E149,post,8.6239
sub-06,E150,pre,11.2107
sub-06,E150,post,8.9913
sub-06,E151,pre,10.0959
sub-06,E151,post,10.4594
sub-06,E152,pre,8.0446
sub-06,E152,post,9.8839
sub-06,E153,pre,7.7357
sub-06,E153,post,10.908
sub-06,E154,pre,7.022
sub-06,E154,post,7.0464
sub-06,E155,pre,9.9828
sub-06,E155,post,6.4513
sub-06,E156,pre,6.5309
sub-06,E156,post,6.8574
sub-06,E157,pre,6.4012
sub-06,E157,post,6.6995
sub-06,E158,pre,10.1013
sub-06,E158,post,10.5361
sub-06,E159,pre,7.5197
sub-06,E159,post,10.9986
sub-06,E160,pre,6.434
sub-06,E160,post,10.2094
sub-06,E161,pre,8.1462
sub-06,E161,post,7.2098
sub-06,E162,pre,7.4702
sub-06,E162,post,9.1122
sub-06,E163,pre,5.8095
sub-06,E163,post,6.8246
sub-06,E164,pre,10.7083
sub-06,E164,post,8.8856
sub-06,E165,pre,7.435
sub-06,E165,post,8.8859
sub-06,E166,pre,9.0887
sub-06,E166,post,8.3401
sub-06,E167,pre,8.1197
sub-06,E167,post,8.2436
sub-06,E168,pre,6.9467
sub-06,E168,post,11.3055
sub-06,E169,pre,7.4599
sub-06,E169,post,10.5917
sub-06,E170,pre,6.2765
sub-06,E170,post,7.714
sub-06,E171,pre,9.1798
sub-06,E171,post,7.7379
sub-06,E172,pre,9.0162
sub-06,E172,post,7.6996
sub-06,E173,pre,6.7194
sub-06,E173,post,10.5767
sub-06,E174,pre,7.0474
sub-06,E174,post,11.1445
sub-06,E175,pre,8.781
sub-06,E175,post,9.8834
sub-06,E176,pre,8.7252
sub-06,E176,post,9.6749
sub-06,E177,pre,11.7697
sub-06,E177,post,7.204
sub-06,E178,pre,9.2477
sub-06,E178,post,11.2262
sub-06,E179,pre,10.2575
sub-06,E179,post,8.0241
sub-06,E180,pre,7.4587
sub-06,E180,post,10.0413
sub-06,E181,pre,8.4596
sub-06,E181,post,9.0963
sub-06,E182,pre,7.3011
sub-06,E182,post,9.7467
sub-06,E183,pre,8.7921
sub-06,E183,post,9.4476
sub-06,E184,pre,7.0597
sub-06,E184,post,7.1365
sub-06,E185,pre,8.482
sub-06,E185,post,9.9648
sub-06,E186,pre,6.3711
sub-06,E186,post,6.272
sub-06,E187,pre,10.2971
sub-06,E187,post,7.3431
sub-06,E188,pre,7.3448
sub-06,E188,post,7.7546
sub-06,E189,pre,10.9134
sub-06,E189,post,6.3085
sub-06,E190,pre,8.5618
sub-06,E190,post,8.2165
sub-06,E191,pre,6.0667
sub-06,E191,post,8.6858
sub-06,E192,pre,9.7849
sub-06,E192,post,8.712
sub-06,E193,pre,8.6173
sub-06,E193,post,6.7269
sub-06,E194,pre,9.5929
sub-06,E194,post,9.0271
sub-06,E195,pre,9.0648
sub-06,E195,post,8.4883
sub-06,E196,pre,9.7431
sub-06,E196,post,8.4223
sub-06,E197,pre,6.4219
sub-06,E197,post,6.5068
sub-06,E198,pre,9.9145
sub-06,E198,post,6.3388
sub-06,E199,pre,6.7171
sub-06,E199,post,7.9561
sub-06,E200,pre,9.3589
sub-06,E200,post,7.2908
sub-06,E201,pre,10.6269
sub-06,E201,post,6.4024
sub-06,E202,pre,6.1652
sub-06,E202,post,7.6972
sub-06,E203,pre,9.3927
sub-06,E203,post,11.0595
sub-06,E204,pre,9.0859
sub-06,E204,post,11.0748
sub-06,E205,pre,8.8481
sub-06,E205,post,10.027
sub-06,E206,pre,7.6964
sub-06,E206,post,8.5305
sub-06,E207,pre,9.2654
sub-06,E207,post,8.008
sub-06,E208,pre,10.1586
sub-06,E208,post,9.8577
sub-06,E209,pre,7.5728
sub-06,E209,post,6.3736
sub-06,E210,pre,7.4166
sub-06,E210,post,10.0016
sub-06,E211,pre,7.1477
sub-06,E211,post,8.3583
sub-06,E212,pre,8.9051
sub-06,E212,post,7.5775
sub-06,E213,pre,7.7
sub-06,E213,post,10.2114
sub-06,E214,pre,6.9328
sub-06,E214,post,7.9439
sub-06,E215,pre,9.8472
sub-06,E215,post,6.933
sub-06,E216,pre,10.3772
sub-06,E216,post,8.9479
sub-06,E217,pre,10.5323
sub-06,E217,post,9.1577
sub-06,E218,pre,9.2748
sub-06,E218,post,10.0482
sub-06,E219,pre,9.0875
sub-06,E219,post,8.565
sub-06,E220,pre,7.3163
sub-06,E220,post,9.9904
sub-06,E221,pre,7.4742
sub-06,E221,post,10.032
sub-06,E222,pre,8.5728
sub-06,E222,post,10.6291
sub-06,E223,pre,9.3033
sub-06,E223,post,8.3264
sub-06,E224,pre,7.7597
sub-06,E224,post,10.6679
sub-06,E225,pre,8.1434
sub-06,E225,post,9.1973
sub-06,E226,pre,7.406
sub-06,E226,post,8.0158
sub-06,E227,pre,7.0807
sub-06,E227,post,10.4633
sub-06,E228,pre,6.3268
sub-06,E228,post,10.5252
sub-06,E229,pre,10.108
sub-06,E229,post,10.275
sub-06,E230,pre,9.3326
sub-06,E230,post,6.4969
sub-06,E231,pre,6.9947
sub-06,E231,post,6.8516
sub-06,E232,pre,9.1333
sub-06,E232,post,10.6684
sub-06,E233,pre,7.6551
sub-06,E233,post,10.8189
sub-06,E234,pre,10.7074
sub-06,E234,post,8.3204
sub-06,E235,pre,9.8108
sub-06,E235,post,7.2486
sub-06,E236,pre,7.4269
sub-06,E236,post,11.4007
sub-06,E237,pre,9.2454
sub-06,E237,post,8.7498
sub-06,E238,pre,8.2896
sub-06,E238,post,8.8261
sub-06,E239,pre,10.9608
sub-06,E239,post,11.2485
sub-06,E240,pre,10.3239
sub-06,E240,post,6.3224
sub-06,E241,pre,10.4545
sub-06,E241,post,9.5582
sub-06,E242,pre,10.2143
sub-06,E242,post,7.4687
sub-06,E243,pre,10.982
sub-06,E243,post,8.0039
sub-06,E244,pre,10.7825
sub-06,E244,post,10.736
sub-06,E245,pre,8.6214
sub-06,E245,post,11.5464
sub-06,E246,pre,10.84
sub-06,E246,post,7.9038
sub-06,E247,pre,11.2966
sub-06,E247,post,9.8739
sub-06,E248,pre,8.3559
sub-06,E248,post,6.4938
sub-06,E249,pre,11.0822
sub-06,E249,post,8.7352
sub-06,E250,pre,10.1116
sub-06,E250,post,10.9085
sub-06,E251,pre,9.886
sub-06,E251,post,8.9252
sub-06,E252,pre,10.0282
sub-06,E252,post,9.65
sub-06,E253,pre,6.9408
sub-06,E253,post,9.8883
sub-06,E254,pre,7.0624
sub-06,E254,post,8.3852
sub-06,E255,pre,6.6069
sub-06,E255,post,6.9848
sub-06,E256,pre,10.8002
sub-06,E256,post,10.4629
sub-07,FidNz,pre,8.6922
sub-07,FidNz,post,9.9763
sub-07,FidT9,pre,10.3323
sub-07,FidT9,post,10.1961
sub-07,FidT10,pre,6.8329
sub-07,FidT10,post,10.3054
sub-07,E1,pre,7.5848
sub-07,E1,post,14.0
sub-07,E2,pre,10.7251
sub-07,E2,post,13.4932
sub-07,E3,pre,8.5155
sub-07,E3,post,10.6109
sub-07,E4,pre,10.6777
sub-07,E4,post,8.303
sub-07,E5,pre,8.9945
sub-07,E5,post,12.2324
sub-07,E6,pre,10.7864
sub-07,E6,post,12.7639
sub-07,E7,pre,10.912
sub-07,E7,post,12.5153
sub-07,E8,pre,8.2679
sub-07,E8,post,9.9826
sub-07,E9,pre,9.4402
sub-07,E9,post,13.4687
sub-07,E10,pre,6.186
sub-07,E10,post,8.3804
sub-07,E11,pre,9.8542
sub-07,E11,post,12.5193
sub-07,E12,pre,7.0895
sub-07,E12,post,10.3508
sub-07,E13,pre,11.215
sub-07,E13,post,14.0
sub-07,E14,pre,7.8743
sub-07,E14,post,11.9387
sub-07,E15,pre,10.9454
sub-07,E15,post,11.2003
sub-07,E16,pre,10.5464
sub-07,E16,post,12.4767
sub-07,E17,pre,6.6495
sub-07,E17,post,7.8585
sub-07,E18,pre,10.982
sub-07,E18,post,13.6334
sub-07,E19,pre,9.7926
sub-07,E19,post,12.9208
sub-07,E20,pre,8.3217
sub-07,E20,post,14.0
sub-07,E21,pre,10.0255
sub-07,E21,post,12.9326
sub-07,E22,pre,6.64
sub-07,E22,post,9.8622
sub-07,E23,pre,11.409
sub-07,E23,post,8.621
sub-07,E24,pre,8.604
sub-07,E24,post,13.3407
sub-07,E25,pre,11.2381
sub-07,E25,post,9.4918
sub-07,E26,pre,10.7915
sub-07,E26,post,11.6592
sub-07,E27,pre,9.1697
sub-07,E27,post,10.142
sub-07,E28,pre,10.7271
sub-07,E28,post,8.1415
sub-07,E29,pre,9.1314
sub-07,E29,post,14.0
sub-07,E30,pre,11.0471
sub-07,E30,post,12.6923
sub-07,E31,pre,6.3405
sub-07,E31,post,14.0
sub-07,E32,pre,10.0014
sub-07,E32,post,12.9771
sub-07,E33,pre,6.7068
sub-07,E33,post,11.9308
sub-07,E34,pre,11.7976
sub-07,E34,post,11.0908
sub-07,E35,pre,11.2584
sub-07,E35,post,9.4808
sub-07,E36,pre,7.9168
sub-07,E36,post,12.9766
sub-07,E37,pre,7.9326
sub-07,E37,post,12.067
sub-07,E38,pre,9.8915
sub-07,E38,post,13.4188
sub-07,E39,pre,9.0385
sub-07,E39,post,11.7667
sub-07,E40,pre,9.5399
sub-07,E40,post,10.7375
sub-07,E41,pre,8.2902
sub-07,E41,post,7.0938
sub-07,E42,pre,9.0096
sub-07,E42,post,9.6808
sub-07,E43,pre,8.4874
sub-07,E43,post,10.8366
sub-07,E44,pre,7.2427
sub-07,E44,post,11.1183
sub-07,E45,pre,7.6898
sub-07,E45,post,6.4511
sub-07,E46,pre,7.578
sub-07,E46,post,9.1644
sub-07,E47,pre,8.883
sub-07,E47,post,7.3075
sub-07,E48,pre,9.336
sub-07,E48,post,7.3885
sub-07,E49,pre,7.4146
sub-07,E49,post,8.4684
sub-07,E50,pre,8.3532
sub-07,E50,post,9.801
sub-07,E51,pre,9.325
sub-07,E51,post,7.5313
sub-07,E52,pre,7.3767
sub-07,E52,post,7.3661
sub-07,E53,pre,10.563
sub-07,E53,post,6.7366
sub-07,E54,pre,7.3058
sub-07,E54,post,7.5811
sub-07,E55,pre,10.6002
sub-07,E55,post,11.0853
sub-07,E56,pre,9.1781
sub-07,E56,post,10.9552
sub-07,E57,pre,9.6409
sub-07,E57,post,8.1644
sub-07,E58,pre,6.784
sub-07,E58,post,7.2741
sub-07,E59,pre,11.5306
sub-07,E59,post,8.2817
sub-07,E60,pre,8.4013
sub-07,E60,post,9.3526
sub-07,E61,pre,7.9661
sub-07,E61,post,8.7787
sub-07,E62,pre,7.5805
sub-07,E62,post,7.5121
sub-07,E63,pre,8.9898
sub-07,E63,post,10.9314
sub-07,E64,pre,9.3274
sub-07,E64,post,10.6495
sub-07,E65,pre,10.27
sub-07,E65,post,10.6835
sub-07,E66,pre,10.1077
sub-07,E66,post,9.4015
sub-07,E67,pre,8.7417
sub-07,E67,post,8.7347
sub-07,E68,pre,9.5449
sub-07,E68,post,10.235
sub-07,E69,pre,8.9484
sub-07,E69,post,8.4169
sub-07,E70,pre,11.2709
sub-07,E70,post,8.8922
sub-07,E71,pre,10.7149
sub-07,E71,post,7.7539
sub-07,E72,pre,8.0793
sub-07,E72,post,7.6003
sub-07,E73,pre,7.5345
sub-07,E73,post,10.9813
sub-07,E74,pre,10.2457
sub-07,E74,post,9.3181
sub-07,E75,pre,9.7809
sub-07,E75,post,11.023
sub-07,E76,pre,9.9755
sub-07,E76,post,10.2824
sub-07,E77,pre,9.6083
sub-07,E77,post,7.9113
sub-07,E78,pre,6.9188
sub-07,E78,post,7.2707
sub-07,E79,pre,8.7087
sub-07,E79,post,11.5976
sub-07,E80,pre,6.7388
sub-07,E80,post,6.5942
sub-07,E81,pre,7.0857
sub-07,E81,post,10.4324
sub-07,E82,pre,6.844
sub-07,E82,post,8.6787
sub-07,E83,pre,7.7211
sub-07,E83,post,7.8898
sub-07,E84,pre,6.3497
sub-07,E84,post,10.5049
sub-07,E85,pre,10.1209
sub-07,E85,post,9.2472
sub-07,E86,pre,10.9473
sub-07,E86,post,8.5032
sub-07,E87,pre,7.1458
sub-07,E87,post,7.1206
sub-07,E88,pre,11.1835
sub-07,E88,post,10.5647
sub-07,E89,pre,10.1322
sub-07,E89,post,11.3369
sub-07,E90,pre,7.9189
sub-07,E90,post,8.6658
sub-07,E91,pre,6.845
sub-07,E91,post,9.5839
sub-07,E92,pre,10.9175
sub-07,E92,post,8.8701
sub-07,E93,pre,7.6608
sub-07,E93,post,10.4799
sub-07,E94,pre,6.3733
sub-07,E94,post,7.8093
sub-07,E95,pre,9.5677
sub-07,E95,post,7.0007
sub-07,E96,pre,7.3288
sub-07,E96,post,10.1967
sub-07,E97,pre,8.3448
sub-07,E97,post,10.313
sub-07,E98,pre,6.4042
sub-07,E98,post,6.9833
sub-07,E99,pre,11.4203
sub-07,E99,post,7.126
sub-07,E100,pre,7.6616
sub-07,E100,post,7.1473
sub-07,E101,pre,9.475
sub-07,E101,post,10.7802
sub-07,E102,pre,9.4686
sub-07,E102,post,9.2036
sub-07,E103,pre,8.2996
sub-07,E103,post,9.6939
sub-07,E104,pre,9.9911
sub-07,E104,post,10.8238
sub-07,E105,pre,8.8521
sub-07,E105,post,10.8154
sub-07,E106,pre,7.1736
sub-07,E106,post,8.87
sub-07,E107,pre,9.7547
sub-07,E107,post,10.7057
sub-07,E108,pre,7.1994
sub-07,E108,post,7.7206
sub-07,E109,pre,9.6222
sub-07,E109,post,9.697
sub-07,E110,pre,8.4163
sub-07,E110,post,7.4607
sub-07,E111,pre,9.8478
sub-07,E111,post,6.8627
sub-07,E112,pre,9.581
sub-07,E112,post,7.8252
sub-07,E113,pre,11.29
sub-07,E113,post,6.9074
sub-07,E114,pre,9.0249
sub-07,E114,post,7.6623
sub-07,E115,pre,6.5792
sub-07,E115,post,7.4453
sub-07,E116,pre,11.0772
sub-07,E116,post,10.1894
sub-07,E117,pre,10.8176
sub-07,E117,post,9.4846
sub-07,E118,pre,7.8609
sub-07,E118,post,7.5319
sub-07,E119,pre,9.7032
sub-07,E119,post,9.9128
sub-07,E120,pre,8.0311
sub-07,E120,post,9.3038
sub-07,E121,pre,6.7562
sub-07,E121,post,9.8244
sub-07,E122,pre,6.858
sub-07,E122,post,10.9895
sub-07,E123,pre,7.8886
sub-07,E123,post,8.6734
sub-07,E124,pre,8.0539
sub-07,E124,post,7.3984
sub-07,E125,pre,8.2736
sub-07,E125,post,10.7283
sub-07,E126,pre,10.8594
sub-07,E126,post,7.4621
sub-07,E127,pre,6.8865
sub-07,E127,post,9.7622
sub-07,E128,pre,7.57
sub-07,E128,post,8.8735
sub-07,E129,pre,8.4488
sub-07,E129,post,11.3613
sub-07,E130,pre,6.7372
sub-07,E130,post,8.9917
sub-07,E131,pre,8.6782
sub-07,E131,post,11.776
sub-07,E132,pre,9.8812
sub-07,E132,post,6.6359
sub-07,E133,pre,11.1521
sub-07,E133,post,11.1262
sub-07,E134,pre,9.0519
sub-07,E134,post,7.2196
sub-07,E135,pre,8.7736
sub-07,E135,post,9.5511
sub-07,E136,pre,10.5529
sub-07,E136,post,9.0223
sub-07,E137,pre,10.0051
sub-07,E137,post,8.7192
sub-07,E138,pre,8.2771
sub-07,E138,post,10.3635
sub-07,E139,pre,9.8478
sub-07,E139,post,8.5734
sub-07,E140,pre,8.6863
sub-07,E140,post,10.7717
sub-07,E141,pre,9.6036
sub-07,E141,post,10.7038
sub-07,E142,pre,10.143
sub-07,E142,post,9.6992
sub-07,E143,pre,9.4134
sub-07,E143,post,7.5787
sub-07,E144,pre,6.3908
sub-07,E144,post,8.9777
sub-07,E145,pre,10.3301
sub-07,E145,post,6.4472
sub-07,E146,pre,6.5282
sub-07,E146,post,10.3671
sub-07,E147,pre,10.6866
sub-07,E147,post,8.4695
sub-07,E148,pre,8.2419
sub-07,E148,post,6.4579
sub-07,E149,pre,8.7337
sub-07,E149,post,8.6232
sub-07,E150,pre,7.6049
sub-07,E150,post,6.8922
sub-07,E151,pre,7.4241
sub-07,E151,post,7.9817
sub-07,E152,pre,8.193
sub-07,E152,post,7.0026
sub-07,E153,pre,6.3878
sub-07,E153,post,6.5444
sub-07,E154,pre,8.2755
sub-07,E154,post,7.8325
sub-07,E155,pre,7.1887
sub-07,E155,post,7.5966
sub-07,E156,pre,8.6575
sub-07,E156,post,9.9546
sub-07,E157,pre,7.0007
sub-07,E157,post,9.0217
sub-07,E158,pre,8.024
sub-07,E158,post,7.1553
sub-07,E159,pre,11.1865
sub-07,E159,post,9.7446
sub-07,E160,pre,9.84
sub-07,E160,post,7.437
sub-07,E161,pre,9.9136
sub-07,E161,post,7.7518
sub-07,E162,pre,11.2597
sub-07,E162,post,10.2433
sub-07,E163,pre,10.6476
sub-07,E163,post,8.3489
sub-07,E164,pre,9.4461
sub-07,E164,post,6.7454
sub-07,E165,pre,11.1257
sub-07,E165,post,8.8691
sub-07,E166,pre,8.4498
sub-07,E166,post,8.3061
sub-07,E167,pre,8.6913
sub-07,E167,post,6.3671
sub-07,E168,pre,7.6748
sub-07,E168,post,8.1482
sub-07,E169,pre,9.5617
sub-07,E169,post,8.1766
sub-07,E170,pre,10.8751
sub-07,E170,post,7.6795
sub-07,E171,pre,7.5493
sub-07,E171,post,10.006
sub-07,E172,pre,11.3116
sub-07,E172,post,8.1046
sub-07,E173,pre,6.163
sub-07,E173,post,9.5428
sub-07,E174,pre,9.0497
sub-07,E174,post,11.1742
sub-07,E175,pre,10.6348
sub-07,E175,post,9.675
sub-07,E176,pre,10.1087
sub-07,E176,post,9.4177
sub-07,E177,pre,11.2129
sub-07,E177,post,10.4105
sub-07,E178,pre,10.2895
sub-07,E178,post,10.3629
sub-07,E179,pre,10.4166
sub-07,E179,post,10.0619
sub-07,E180,pre,10.1662
sub-07,E180,post,7.7079
sub-07,E181,pre,8.3093
sub-07,E181,post,11.5106
sub-07,E182,pre,9.8172
sub-07,E182,post,8.2659
sub-07,E183,pre,8.88
sub-07,E183,post,8.2259
sub-07,E184,pre,10.3163
sub-07,E184,post,7.8269
sub-07,E185,pre,8.6013
sub-07,E185,post,10.9704
sub-07,E186,pre,8.8274
sub-07,E186,post,9.3677
sub-07,E187,pre,9.0805
sub-07,E187,post,6.5816
sub-07,E188,pre,8.2429
sub-07,E188,post,9.7943
sub-07,E189,pre,9.7876
sub-07,E189,post,6.8356
sub-07,E190,pre,10.1159
sub-07,E190,post,9.3157
sub-07,E191,pre,8.1941
sub-07,E191,post,10.6139
sub-07,E192,pre,6.9112
sub-07,E192,post,11.3456
sub-07,E193,pre,8.1452
sub-07,E193,post,10.1759
sub-07,E194,pre,9.9432
sub-07,E194,post,10.5671
sub-07,E195,pre,8.3966
sub-07,E195,post,8.5406
sub-07,E196,pre,7.1279
sub-07,E196,post,9.578
sub-07,E197,pre,11.2132
sub-07,E197,post,8.4418
sub-07,E198,pre,7.2093
sub-07,E198,post,7.9409
sub-07,E199,pre,9.025
sub-07,E199,post,10.6655
sub-07,E200,pre,7.8431
sub-07,E200,post,7.4236
sub-07,E201,pre,8.1371
sub-07,E201,post,6.7052
sub-07,E202,pre,11.2262
sub-07,E202,post,10.3872
sub-07,E203,pre,9.5395
sub-07,E203,post,9.3074
sub-07,E204,pre,7.171
sub-07,E204,post,8.5707
sub-07,E205,pre,7.1827
sub-07,E205,post,11.1406
sub-07,E206,pre,9.3959
sub-07,E206,post,6.5939
sub-07,E207,pre,7.6148
sub-07,E207,post,8.0475
sub-07,E208,pre,7.5604
sub-07,E208,post,9.3927
sub-07,E209,pre,8.5794
sub-07,E209,post,10.6356
sub-07,E210,pre,7.9738
