subject,channel,condition,value
sub-06,E31,pre,7.62
sub-06,E31,post,8.1667
sub-06,E32,pre,7.4434
sub-06,E32,post,7.8644
sub-06,E33,pre,8.034
sub-06,E33,post,6.2066
sub-06,E34,pre,8.0992
sub-06,E34,post,7.6563
sub-06,E35,pre,7.3878
sub-06,E35,post,7.4921
sub-06,E36,pre,7.6588
sub-06,E36,post,7.4049
sub-06,E37,pre,7.5474
sub-06,E37,post,6.4856
sub-06,E38,pre,6.5819
sub-06,E38,post,7.8696
sub-06,E39,pre,7.3002
sub-06,E39,post,6.8051
sub-06,E40,pre,8.4293
sub-06,E40,post,7.6146
sub-06,E41,pre,7.1948
sub-06,E41,post,7.6617
sub-06,E42,pre,7.7916
sub-06,E42,post,8.5534
sub-06,E43,pre,8.1836
sub-06,E43,post,7.8275
sub-06,E44,pre,6.7489
sub-06,E44,post,7.4977
sub-06,E45,pre,6.8053
sub-06,E45,post,7.5831
sub-06,E46,pre,8.2566
sub-06,E46,post,8.298
sub-06,E47,pre,6.322
sub-06,E47,post,7.9378
sub-06,E48,pre,6.9782
sub-06,E48,post,7.0439
sub-06,E49,pre,7.9695
sub-06,E49,post,6.7416
sub-06,E50,pre,7.2855
sub-06,E50,post,8.5146
sub-06,E51,pre,7.9094
sub-06,E51,post,6.9221
sub-06,E52,pre,7.9204
sub-06,E52,post,8.3056
sub-06,E53,pre,7.9751
sub-06,E53,post,7.3656
sub-06,E54,pre,7.064
sub-06,E54,post,8.1034
sub-06,E55,pre,7.6612
sub-06,E55,post,8.3961
sub-06,E56,pre,8.1265
sub-06,E56,post,7.4437
sub-06,E57,pre,7.0567
sub-06,E57,post,7.7677
sub-06,E58,pre,8.3637
sub-06,E58,post,7.3606
sub-06,E59,pre,6.4607
sub-06,E59,post,7.5527
sub-06,E60,pre,8.0246
sub-06,E60,post,7.3454
sub-06,E61,pre,7.9489
sub-06,E61,post,8.7482
sub-06,E62,pre,7.0313
sub-06,E62,post,7.6473
sub-06,E63,pre,6.6749
sub-06,E63,post,7.1528
sub-06,E64,pre,6.8463
sub-06,E64,post,6.9397
sub-06,E65,pre,7.0293
sub-06,E65,post,7.8167
sub-06,E66,pre,7.3586
sub-06,E66,post,7.8003
sub-06,E67,pre,7.6259
sub-06,E67,post,7.1787
sub-06,E68,pre,7.5936
sub-06,E68,post,8.2747
sub-06,E69,pre,7.5763
sub-06,E69,post,7.8087
sub-06,E70,pre,7.751
sub-06,E70,post,7.181
sub-06,E71,pre,7.5011
sub-06,E71,post,6.3752
sub-06,E72,pre,7.6524
sub-06,E72,post,7.0145
sub-06,E73,pre,7.0663
sub-06,E73,post,8.4631
sub-06,E74,pre,6.807
sub-06,E74,post,8.1182
sub-06,E75,pre,6.5231
sub-06,E75,post,6.3971
sub-06,E76,pre,7.3602
sub-06,E76,post,8.2698
sub-06,E77,pre,7.073
sub-06,E77,post,8.0816
sub-06,E78,pre,7.8486
sub-06,E78,post,7.5276
sub-06,E79,pre,6.2913
sub-06,E79,post,8.4537
sub-06,E80,pre,6.9416
sub-06,E80,post,7.6491
sub-06,E81,pre,8.0883
sub-06,E81,post,7.9453
sub-06,E82,pre,6.8615
sub-06,E82,post,6.7539
sub-06,E83,pre,7.26
sub-06,E83,post,8.2825
sub-06,E84,pre,7.0682
sub-06,E84,post,7.0199
sub-06,E85,pre,8.1233
sub-06,E85,post,6.8307
sub-06,E86,pre,7.7978
sub-06,E86,post,7.974
sub-06,E87,pre,8.3022
sub-06,E87,post,8.1026
sub-06,E88,pre,8.5882
sub-06,E88,post,8.1268
sub-06,E89,pre,6.2908
sub-06,E89,post,6.4148
sub-06,E90,pre,8.4201
sub-06,E90,post,7.8598
sub-06,E91,pre,7.9634
sub-06,E91,post,6.6611
sub-06,E92,pre,8.017
sub-06,E92,post,7.5804
sub-06,E93,pre,6.7119
sub-06,E93,post,7.6353
sub-06,E94,pre,8.0435
sub-06,E94,post,8.216
sub-06,E95,pre,7.7352
sub-06,E95,post,7.5239
sub-06,E96,pre,7.4663
sub-06,E96,post,6.8826
sub-06,E97,pre,7.1549
sub-06,E97,post,6.8889
sub-06,E98,pre,7.5947
sub-06,E98,post,8.3511
sub-06,E99,pre,7.234
sub-06,E99,post,8.4247
sub-06,E100,pre,7.301
sub-06,E100,post,7.3773
sub-06,E101,pre,6.3329
sub-06,E101,post,8.1967
sub-06,E102,pre,8.5666
sub-06,E102,post,7.7498
sub-06,E103,pre,7.2776
sub-06,E103,post,7.7264
sub-06,E104,pre,7.9587
sub-06,E104,post,8.7467
sub-06,E105,pre,7.319
sub-06,E105,post,7.3442
sub-06,E106,pre,8.5296
sub-06,E106,post,7.8037
sub-06,E107,pre,7.548
sub-06,E107,post,7.9812
sub-06,E108,pre,7.2568
sub-06,E108,post,6.7457
sub-06,E109,pre,7.3651
sub-06,E109,post,8.5317
sub-06,E110,pre,6.715
sub-06,E110,post,6.8854
sub-06,E111,pre,6.5569
sub-06,E111,post,7.8335
sub-06,E112,pre,7.7322
sub-06,E112,post,7.0897
sub-06,E113,pre,7.7321
sub-06,E113,post,7.4573
sub-06,E114,pre,6.8546
sub-06,E114,post,7.6496
sub-06,E115,pre,6.8866
sub-06,E115,post,8.3301
sub-06,E116,pre,6.963
sub-06,E116,post,7.0887
sub-06,E117,pre,6.7646
sub-06,E117,post,7.8234
sub-06,E118,pre,7.6031
sub-06,E118,post,6.7724
sub-06,E119,pre,7.6506
sub-06,E119,post,8.0722
sub-06,E120,pre,6.5136
sub-06,E120,post,7.1158
sub-06,E121,pre,8.3752
sub-06,E121,post,6.7393
sub-06,E122,pre,8.4671
sub-06,E122,post,6.7804
sub-06,E123,pre,6.9927
sub-06,E123,post,7.9835
sub-06,E124,pre,8.4102
sub-06,E124,post,8.2287
sub-06,E125,pre,6.998
sub-06,E125,post,6.7794
sub-06,E126,pre,7.9718
sub-06,E126,post,7.8906
sub-06,E127,pre,7.0705
sub-06,E127,post,6.3589
sub-06,E128,pre,8.4681
sub-06,E128,post,7.3999
sub-06,E129,pre,8.2996
sub-06,E129,post,7.1027
sub-06,E130,pre,7.2223
sub-06,E130,post,8.0627
sub-06,E131,pre,6.9416
sub-06,E131,post,7.0257
sub-06,E132,pre,6.6511
sub-06,E132,post,7.5441
sub-06,E133,pre,8.0092
sub-06,E133,post,6.7941
sub-06,E134,pre,6.6166
sub-06,E134,post,6.3914
sub-06,E135,pre,7.9761
sub-06,E135,post,6.42
sub-06,E136,pre,7.0214
sub-06,E136,post,8.8067
sub-06,E137,pre,7.2046
sub-06,E137,post,7.603
sub-06,E138,pre,7.4897
sub-06,E138,post,8.0995
sub-06,E139,pre,7.3566
sub-06,E139,post,6.991
sub-06,E140,pre,7.7587
sub-06,E140,post,6.8793
sub-06,E141,pre,6.5483
sub-06,E141,post,6.541
sub-06,E142,pre,8.6976
sub-06,E142,post,7.0771
sub-06,E143,pre,8.5055
sub-06,E143,post,7.3488
sub-06,E144,pre,7.1833
sub-06,E144,post,7.1409
sub-06,E145,pre,7.494
sub-06,E145,post,8.0083
sub-06,E146,pre,6.8981
sub-06,E146,post,7.4797
sub-06,E147,pre,8.3904
sub-06,E147,post,8.0398
sub-06,E148,pre,6.8518
sub-06,E148,post,7.3427
sub-06,E149,pre,7.0253
sub-06,E149,post,6.4127
sub-06,E150,pre,7.9756
sub-06,E150,post,8.4026
sub-06,E151,pre,6.5231
sub-06,E151,post,7.1801
sub-06,E152,pre,8.6975
sub-06,E152,post,8.5054
sub-06,E153,pre,8.5274
sub-06,E153,post,6.8268
sub-06,E154,pre,7.5425
sub-06,E154,post,7.3421
sub-06,E155,pre,7.1191
sub-06,E155,post,8.0288
sub-06,E156,pre,7.3846
sub-06,E156,post,8.1246
sub-06,E157,pre,7.572
sub-06,E157,post,8.2945
sub-06,E158,pre,8.3766
sub-06,E158,post,6.8389
sub-06,E159,pre,6.7524
sub-06,E159,post,7.4353
sub-06,E160,pre,8.2455
sub-06,E160,post,8.0091
sub-06,E161,pre,8.1786
sub-06,E161,post,6.9112
sub-06,E162,pre,6.712
sub-06,E162,post,8.2462
sub-06,E163,pre,7.3867
sub-06,E163,post,8.5648
sub-06,E164,pre,6.3718
sub-06,E164,post,6.9577
sub-06,E165,pre,8.1376
sub-06,E165,post,8.3539
sub-06,E166,pre,7.2103
sub-06,E166,post,7.0184
sub-06,E167,pre,6.7179
sub-06,E167,post,6.584
sub-06,E168,pre,7.6344
sub-06,E168,post,6.5053
sub-06,E169,pre,6.7545
sub-06,E169,post,7.1803
sub-06,E170,pre,6.9893
sub-06,E170,post,8.3161
sub-06,E171,pre,7.282
sub-06,E171,post,7.7523
sub-06,E172,pre,8.5566
sub-06,E172,post,6.7977
sub-06,E173,pre,7.2609
sub-06,E173,post,7.377
sub-06,E174,pre,6.7962
sub-06,E174,post,7.038
sub-06,E175,pre,6.8383
sub-06,E175,post,6.8195
sub-06,E176,pre,8.4764
sub-06,E176,post,6.9432
sub-06,E177,pre,7.0829
sub-06,E177,post,8.2085
sub-06,E178,pre,8.6969
sub-06,E178,post,6.7971
sub-06,E179,pre,8.5587
sub-06,E179,post,6.8498
sub-06,E180,pre,7.2678
sub-06,E180,post,7.9976
sub-06,E181,pre,7.6339
sub-06,E181,post,7.3251
sub-06,E182,pre,8.3175
sub-06,E182,post,8.1571
sub-06,E183,pre,8.0777
sub-06,E183,post,7.6613
sub-06,E184,pre,7.0851
sub-06,E184,post,7.0967
sub-06,E185,pre,8.2922
sub-06,E185,post,6.7182
sub-06,E186,pre,6.7219
sub-06,E186,post,6.438
sub-06,E187,pre,7.663
sub-06,E187,post,8.1306
sub-06,E188,pre,7.7302
sub-06,E188,post,8.4156
sub-06,E189,pre,8.2755
sub-06,E189,post,6.6018
sub-06,E190,pre,6.6678
sub-06,E190,post,6.895
sub-06,E191,pre,8.8417
sub-06,E191,post,7.0548
sub-06,E192,pre,7.8344
sub-06,E192,post,7.7632
sub-06,E193,pre,7.372
sub-06,E193,post,8.6178
sub-06,E194,pre,7.5649
sub-06,E194,post,7.7984
sub-06,E195,pre,8.3113
sub-06,E195,post,7.1595
sub-06,E196,pre,7.0291
sub-06,E196,post,7.8251
sub-06,E197,pre,7.3906
sub-06,E197,post,6.7496
sub-06,E198,pre,7.9667
sub-06,E198,post,7.3618
sub-06,E199,pre,6.457
sub-06,E199,post,7.6754
sub-06,E200,pre,7.2998
sub-06,E200,post,7.8282
sub-06,E201,pre,6.7913
sub-06,E201,post,6.4421
sub-06,E202,pre,7.9175
sub-06,E202,post,6.8574
sub-06,E203,pre,6.6552
sub-06,E203,post,7.164
sub-06,E204,pre,8.2755
sub-06,E204,post,7.2127
sub-06,E205,pre,8.4308
sub-06,E205,post,7.445
sub-06,E206,pre,7.2554
sub-06,E206,post,8.4647
sub-06,E207,pre,7.2894
sub-06,E207,post,8.6925
sub-06,E208,pre,8.3899
sub-06,E208,post,7.8664
sub-06,E209,pre,6.6903
sub-06,E209,post,6.8866
sub-06,E210,pre,7.8401
sub-06,E210,post,7.0297
sub-06,E211,pre,7.5258
sub-06,E211,post,8.1595
sub-06,E212,pre,6.7921
sub-06,E212,post,6.8784
sub-06,E213,pre,7.8275
sub-06,E213,post,7.6533
sub-06,E214,pre,8.1432
sub-06,E214,post,6.7965
sub-06,E215,pre,7.6449
sub-06,E215,post,6.6715
sub-06,E216,pre,7.2801
sub-06,E216,post,8.0998
sub-06,E217,pre,6.9359
sub-06,E217,post,8.1468
sub-06,E218,pre,7.1252
sub-06,E218,post,7.0778
sub-06,E219,pre,7.7909
sub-06,E219,post,8.1307
sub-06,E220,pre,8.1437
sub-06,E220,post,7.5837
sub-06,E221,pre,7.5673
sub-06,E221,post,6.873
sub-06,E222,pre,8.0274
sub-06,E222,post,7.0936
sub-06,E223,pre,7.3838
sub-06,E223,post,6.3642
sub-06,E224,pre,7.042
sub-06,E224,post,7.04
sub-06,E225,pre,8.4329
sub-06,E225,post,7.5574
sub-06,E226,pre,8.5651
sub-06,E226,post,7.9263
sub-06,E227,pre,7.9353
sub-06,E227,post,6.2628
sub-06,E228,pre,6.086
sub-06,E228,post,6.774
sub-06,E229,pre,7.2248
sub-06,E229,post,6.8762
sub-06,E230,pre,8.2494
sub-06,E230,post,8.2948
sub-06,E231,pre,7.9333
sub-06,E231,post,7.4987
sub-06,E232,pre,7.9733
sub-06,E232,post,7.6122
sub-06,E233,pre,8.0999
sub-06,E233,post,6.9327
sub-06,E234,pre,7.7755
sub-06,E234,post,8.2225
sub-06,E235,pre,8.1593
sub-06,E235,post,8.2878
sub-06,E236,pre,6.5659
sub-06,E236,post,6.4334
sub-06,E237,pre,6.4201
sub-06,E237,post,7.5295
sub-06,E238,pre,8.1784
sub-06,E238,post,7.7257
sub-06,E239,pre,7.5534
sub-06,E239,post,6.9632
sub-06,E240,pre,7.0266
sub-06,E240,post,7.6251
sub-06,E241,pre,6.8297
sub-06,E241,post,6.8326
sub-06,E242,pre,8.1289
sub-06,E242,post,7.1986
sub-06,E243,pre,8.1123
sub-06,E243,post,6.6667
sub-06,E244,pre,6.9013
sub-06,E244,post,8.7795
sub-06,E245,pre,8.5959
sub-06,E245,post,6.7251
sub-06,E246,pre,8.3864
sub-06,E246,post,7.0182
sub-06,E247,pre,7.1356
sub-06,E247,post,6.7194
sub-06,E248,pre,8.3007
sub-06,E248,post,7.6716
sub-06,E249,pre,6.9362
sub-06,E249,post,7.3339
sub-06,E250,pre,7.9935
sub-06,E250,post,7.855
sub-06,E251,pre,6.8211
sub-06,E251,post,7.7604
sub-06,E252,pre,7.117
sub-06,E252,post,7.1742
sub-06,E253,pre,7.4687
sub-06,E253,post,7.6539
sub-06,E254,pre,7.4975
sub-06,E254,post,8.3146
sub-06,E255,pre,6.8448
sub-06,E255,post,7.9833
sub-06,E256,pre,7.9786
sub-06,E256,post,8.0347
sub-07,FidNz,pre,8.1262
sub-07,FidNz,post,6.9432
sub-07,FidT9,pre,6.6963
sub-07,FidT9,post,8.0705
sub-07,FidT10,pre,8.1299
sub-07,FidT10,post,8.228
sub-07,E1,pre,7.4113
sub-07,E1,post,7.7527
sub-07,E2,pre,8.0863
sub-07,E2,post,7.1677
sub-07,E3,pre,7.1731
sub-07,E3,post,8.3444
sub-07,E4,pre,7.3853
sub-07,E4,post,7.8497
sub-07,E5,pre,8.2593
sub-07,E5,post,6.8745
sub-07,E6,pre,8.385
sub-07,E6,post,8.0867
sub-07,E7,pre,8.4354
sub-07,E7,post,7.0209
sub-07,E8,pre,7.894
sub-07,E8,post,6.8596
sub-07,E9,pre,8.3159
sub-07,E9,post,7.3296
sub-07,E10,pre,6.604
sub-07,E10,post,8.2887
sub-07,E11,pre,7.9474
sub-07,E11,post,6.4112
sub-07,E12,pre,6.6946
sub-07,E12,post,7.5252
sub-07,E13,pre,6.4023
sub-07,E13,post,7.5285
sub-07,E14,pre,7.8885
sub-07,E14,post,8.4758
sub-07,E15,pre,7.56
sub-07,E15,post,7.2053
sub-07,E16,pre,7.9244
sub-07,E16,post,7.1134
sub-07,E17,pre,8.3517
sub-07,E17,post,8.6061
sub-07,E18,pre,7.6465
sub-07,E18,post,6.7338
sub-07,E19,pre,7.0534
sub-07,E19,post,6.6471
sub-07,E20,pre,7.3409
sub-07,E20,post,8.1688
sub-07,E21,pre,8.3793
sub-07,E21,post,7.5592
sub-07,E22,pre,8.2316
sub-07,E22,post,8.2562
sub-07,E23,pre,7.107
sub-07,E23,post,7.3971
sub-07,E24,pre,6.4938
sub-07,E24,post,6.6702
sub-07,E25,pre,7.9253
sub-07,E25,post,7.3544
sub-07,E26,pre,6.5323
sub-07,E26,post,6.7688
sub-07,E27,pre,7.0149
sub-07,E27,post,7.4251
sub-07,E28,pre,6.9963
sub-07,E28,post,7.7507
sub-07,E29,pre,7.2864
sub-07,E29,post,8.5863
sub-07,E30,pre,7.1583
sub-07,E30,post,6.9605
sub-07,E31,pre,7.04
sub-07,E31,post,7.6418
sub-07,E32,pre,7.4485
sub-07,E32,post,7.9102
sub-07,E33,pre,7.0872
sub-07,E33,post,7.7088
sub-07,E34,pre,7.7553
sub-07,E34,post,6.9654
sub-07,E35,pre,7.4906
sub-07,E35,post,8.1864
sub-07,E36,pre,8.4039
sub-07,E36,post,6.936
sub-07,E37,pre,7.5629
sub-07,E37,post,8.0779
sub-07,E38,pre,7.2654
sub-07,E38,post,8.218
sub-07,E39,pre,6.9902
sub-07,E39,post,7.3188
sub-07,E40,pre,8.8264
sub-07,E40,post,6.9422
sub-07,E41,pre,6.6855
sub-07,E41,post,8.4304
sub-07,E42,pre,7.9476
sub-07,E42,post,6.5999
sub-07,E43,pre,7.9375
sub-07,E43,post,7.3845
sub-07,E44,pre,7.7142
sub-07,E44,post,7.2425
sub-07,E45,pre,6.4465
sub-07,E45,post,7.8166
sub-07,E46,pre,7.0767
sub-07,E46,post,7.8492
sub-07,E47,pre,7.1105
sub-07,E47,post,8.1544
sub-07,E48,pre,7.2519
sub-07,E48,post,7.203
sub-07,E49,pre,6.757
sub-07,E49,post,6.9725
sub-07,E50,pre,7.6547
sub-07,E50,post,8.6375
sub-07,E51,pre,8.4437
sub-07,E51,post,6.7624
sub-07,E52,pre,7.5892
sub-07,E52,post,7.0134
sub-07,E53,pre,8.1921
sub-07,E53,post,7.2624
sub-07,E54,pre,7.4062
sub-07,E54,post,6.8505
sub-07,E55,pre,6.563
sub-07,E55,post,7.0191
sub-07,E56,pre,7.5201
sub-07,E56,post,7.393
sub-07,E57,pre,8.1446
sub-07,E57,post,6.6801
sub-07,E58,pre,8.2916
sub-07,E58,post,8.3636
sub-07,E59,pre,6.7749
sub-07,E59,post,7.5815
sub-07,E60,pre,7.1664
sub-07,E60,post,7.9848
sub-07,E61,pre,7.8011
sub-07,E61,post,7.5666
sub-07,E62,pre,6.6828
sub-07,E62,post,8.4435
sub-07,E63,pre,8.3882
sub-07,E63,post,7.05
sub-07,E64,pre,7.4405
sub-07,E64,post,7.1962
sub-07,E65,pre,7.9883
sub-07,E65,post,6.5496
sub-07,E66,pre,7.115
sub-07,E66,post,7.1193
sub-07,E67,pre,8.3524
sub-07,E67,post,6.5841
sub-07,E68,pre,7.7695
sub-07,E68,post,7.2531
sub-07,E69,pre,6.5232
sub-07,E69,post,7.0093
sub-07,E70,pre,6.6675
sub-07,E70,post,6.9605
sub-07,E71,pre,6.3762
sub-07,E71,post,6.9873
sub-07,E72,pre,7.607
sub-07,E72,post,7.2957
sub-07,E73,pre,7.6137
sub-07,E73,post,6.6847
sub-07,E74,pre,6.8535
sub-07,E74,post,7.5709
sub-07,E75,pre,8.3138
sub-07,E75,post,8.5242
sub-07,E76,pre,7.535
sub-07,E76,post,6.8305
sub-07,E77,pre,7.5117
sub-07,E77,post,8.3449
sub-07,E78,pre,6.9972
sub-07,E78,post,7.399
sub-07,E79,pre,7.4857
sub-07,E79,post,7.2916
sub-07,E80,pre,7.9906
sub-07,E80,post,8.1101
sub-07,E81,pre,6.6409
sub-07,E81,post,8.2104
sub-07,E82,pre,7.6239
sub-07,E82,post,7.4309
sub-07,E83,pre,7.5616
sub-07,E83,post,6.7702
sub-07,E84,pre,7.8255
sub-07,E84,post,7.5362
sub-07,E85,pre,8.2065
sub-07,E85,post,7.731
sub-07,E86,pre,7.5122
sub-07,E86,post,8.6618
sub-07,E87,pre,7.2373
sub-07,E87,post,7.0607
sub-07,E88,pre,7.6631
sub-07,E88,post,8.1686
sub-07,E89,pre,7.3977
sub-07,E89,post,8.0184
sub-07,E90,pre,6.4549
sub-07,E90,post,6.3731
sub-07,E91,pre,7.9867
sub-07,E91,post,7.1112
sub-07,E92,pre,6.4247
sub-07,E92,post,7.8291
sub-07,E93,pre,7.9641
sub-07,E93,post,6.853
sub-07,E94,pre,7.4365
sub-07,E94,post,7.6826
sub-07,E95,pre,6.5274
sub-07,E95,post,7.8119
sub-07,E96,pre,8.1354
sub-07,E96,post,6.79
sub-07,E97,pre,7.9407
sub-07,E97,post,8.1865
sub-07,E98,pre,6.2838
sub-07,E98,post,7.6458
sub-07,E99,pre,7.7218
sub-07,E99,post,8.1545
sub-07,E100,pre,8.3895
sub-07,E100,post,8.1913
sub-07,E101,pre,7.7753
sub-07,E101,post,7.5558
sub-07,E102,pre,8.5621
sub-07,E102,post,7.5931
sub-07,E103,pre,7.7604
sub-07,E103,post,7.5973
sub-07,E104,pre,6.6859
sub-07,E104,post,7.7173
sub-07,E105,pre,7.6694
sub-07,E105,post,8.1713
sub-07,E106,pre,6.4951
sub-07,E106,post,8.0663
sub-07,E107,pre,6.5091
sub-07,E107,post,7.9439
sub-07,E108,pre,6.5783
sub-07,E108,post,6.6537
sub-07,E109,pre,7.228
sub-07,E109,post,8.5561
sub-07,E110,pre,7.2794
sub-07,E110,post,8.4593
sub-07,E111,pre,8.4652
sub-07,E111,post,7.8094
sub-07,E112,pre,7.9462
sub-07,E112,post,6.3421
sub-07,E113,pre,7.9766
sub-07,E113,post,7.1725
sub-07,E114,pre,7.0473
sub-07,E114,post,7.6431
sub-07,E115,pre,8.2765
sub-07,E115,post,7.2791
sub-07,E116,pre,7.7954
sub-07,E116,post,6.9582
sub-07,E117,pre,7.711
sub-07,E117,post,7.2381
sub-07,E118,pre,6.5433
sub-07,E118,post,8.0535
sub-07,E119,pre,6.8965
sub-07,E119,post,6.4516
sub-07,E120,pre,6.7553
sub-07,E120,post,6.9675
sub-07,E121,pre,7.306
sub-07,E121,post,7.4057
sub-07,E122,pre,7.9746
sub-07,E122,post,6.8953
sub-07,E123,pre,6.6631
sub-07,E123,post,8.0498
sub-07,E124,pre,7.1192
sub-07,E124,post,7.2115
sub-07,E125,pre,6.8108
sub-07,E125,post,7.9052
sub-07,E126,pre,7.3839
sub-07,E126,post,7.7909
sub-07,E127,pre,8.0506
sub-07,E127,post,7.8608
sub-07,E128,pre,7.9408
sub-07,E128,post,8.2596
sub-07,E129,pre,7.5671
sub-07,E129,post,7.4228
sub-07,E130,pre,6.972
sub-07,E130,post,7.121
sub-07,E131,pre,6.4599
sub-07,E131,post,8.6025
sub-07,E132,pre,6.6209
sub-07,E132,post,7.6593
sub-07,E133,pre,8.0579
sub-07,E133,post,7.3313
sub-07,E134,pre,6.481
sub-07,E134,post,8.4153
sub-07,E135,pre,8.0125
sub-07,E135,post,7.3201
sub-07,E136,pre,8.3189
sub-07,E136,post,8.0058
sub-07,E137,pre,6.1402
sub-07,E137,post,7.8215
sub-07,E138,pre,7.2665
sub-07,E138,post,8.7708
sub-07,E139,pre,8.2671
sub-07,E139,post,7.9135
sub-07,E140,pre,7.9792
sub-07,E140,post,8.2006
sub-07,E141,pre,7.4119
sub-07,E141,post,6.9573
sub-07,E142,pre,6.4016
sub-07,E142,post,7.9984
sub-07,E143,pre,7.0385
sub-07,E143,post,7.4091
sub-07,E144,pre,7.0034
sub-07,E144,post,6.9088
sub-07,E145,pre,6.9087
sub-07,E145,post,8.1598
sub-07,E146,pre,7.359
sub-07,E146,post,8.0393
sub-07,E147,pre,7.7538
sub-07,E147,post,7.5754
sub-07,E148,pre,8.3524
sub-07,E148,post,8.3449
sub-07,E149,pre,8.0241
sub-07,E149,post,6.7239
sub-07,E150,pre,7.5836
sub-07,E150,post,7.7675
sub-07,E151,pre,6.8552
sub-07,E151,post,8.2207
sub-07,E152,pre,8.071
sub-07,E152,post,7.2742
sub-07,E153,pre,6.3994
sub-07,E153,post,7.7787
sub-07,E154,pre,8.4306
sub-07,E154,post,7.6841
sub-07,E155,pre,7.8938
sub-07,E155,post,8.5025
sub-07,E156,pre,8.433
sub-07,E156,post,7.4089
sub-07,E157,pre,7.6817
sub-07,E157,post,7.7052
sub-07,E158,pre,8.2043
sub-07,E158,post,8.0613
sub-07,E159,pre,6.4182
sub-07,E159,post,8.5664
sub-07,E160,pre,7.2657
sub-07,E160,post,8.1116
sub-07,E161,pre,7.3713
sub-07,E161,post,6.6466
sub-07,E162,pre,6.85
sub-07,E162,post,7.6389
sub-07,E163,pre,7.9959
sub-07,E163,post,7.4034
sub-07,E164,pre,7.9637
sub-07,E164,post,7.1987
sub-07,E165,pre,6.4328
sub-07,E165,post,8.3824
sub-07,E166,pre,7.2256
sub-07,E166,post,7.3435
sub-07,E167,pre,8.2617
sub-07,E167,post,8.511
sub-07,E168,pre,6.5638
sub-07,E168,post,8.6837
sub-07,E169,pre,7.4482
sub-07,E169,post,7.3165
sub-07,E170,pre,8.4133
sub-07,E170,post,7.1646
sub-07,E171,pre,6.8226
sub-07,E171,post,8.5975
sub-07,E172,pre,7.4738
sub-07,E172,post,8.4491
sub-07,E173,pre,6.9995
sub-07,E173,post,6.707
sub-07,E174,pre,7.9729
sub-07,E174,post,6.454
sub-07,E175,pre,7.8407
sub-07,E175,post,7.6218
sub-07,E176,pre,7.7018
sub-07,E176,post,7.5232
sub-07,E177,pre,7.6461
sub-07,E177,post,7.8621
sub-07,E178,pre,7.7035
sub-07,E178,post,8.1528
sub-07,E179,pre,7.8293
sub-07,E179,post,6.7142
sub-07,E180,pre,7.8449
sub-07,E180,post,8.026
sub-07,E181,pre,8.5688
sub-07,E181,post,7.1017
sub-07,E182,pre,8.0966
sub-07,E182,post,7.2864
sub-07,E183,pre,7.3723
sub-07,E183,post,7.839
sub-07,E184,pre,7.0432
sub-07,E184,post,7.4675
sub-07,E185,pre,6.9809
sub-07,E185,post,8.0324
sub-07,E186,pre,7.8573
sub-07,E186,post,8.4205
sub-07,E187,pre,6.7997
sub-07,E187,post,8.3453
sub-07,E188,pre,7.3649
sub-07,E188,post,6.2399
sub-07,E189,pre,7.9771
sub-07,E189,post,6.7936
sub-07,E190,pre,8.0557
sub-07,E190,post,8.4832
sub-07,E191,pre,6.8633
sub-07,E191,post,8.2548
sub-07,E192,pre,7.8696
sub-07,E192,post,7.1641
sub-07,E193,pre,7.3652
sub-07,E193,post,8.348
sub-07,E194,pre,8.0697
sub-07,E194,post,7.6037
sub-07,E195,pre,8.1316
sub-07,E195,post,8.1928
sub-07,E196,pre,6.9356
sub-07,E196,post,6.8417
sub-07,E197,pre,7.1424
sub-07,E197,post,7.8713
sub-07,E198,pre,7.9948
sub-07,E198,post,7.3588
sub-07,E199,pre,8.3364
sub-07,E199,post,7.077
sub-07,E200,pre,8.6759
sub-07,E200,post,6.8812
sub-07,E201,pre,8.2843
sub-07,E201,post,7.4327
sub-07,E202,pre,8.3132
sub-07,E202,post,6.7024
sub-07,E203,pre,7.9012
sub-07,E203,post,7.9374
sub-07,E204,pre,6.4917
sub-07,E204,post,7.7443
sub-07,E205,pre,7.1567
sub-07,E205,post,7.9351
sub-07,E206,pre,6.8915
sub-07,E206,post,6.9664
sub-07,E207,pre,7.1971
sub-07,E207,post,7.9752
sub-07,E208,pre,8.5375
sub-07,E208,post,6.1497
sub-07,E209,pre,7.3488
sub-07,E209,post,7.3926
sub-07,E210,pre,7.8222
sub-07,E210,post,6.4279
sub-07,E211,pre,7.3614
sub-07,E211,post,7.0821
sub-07,E212,pre,7.9121
sub-07,E212,post,7.4182
sub-07,E213,pre,6.9712
sub-07,E213,post,7.5792
sub-07,E214,pre,7.5374
sub-07,E214,post,8.1067
sub-07,E215,pre,6.865
sub-07,E215,post,8.0221
sub-07,E216,pre,8.2285
sub-07,E216,post,7.7754
sub-07,E217,pre,7.5029
sub-07,E217,post,7.258
sub-07,E218,pre,7.3382
sub-07,E218,post,8.0604
sub-07,E219,pre,7.1635
sub-07,E219,post,7.5691
sub-07,E220,pre,8.0153
sub-07,E220,post,7.087
sub-07,E221,pre,7.3078
sub-07,E221,post,6.4416
sub-07,E222,pre,8.114
sub-07,E222,post,7.8384
sub-07,E223,pre,7.7447
sub-07,E223,post,7.9105
sub-07,E224,pre,7.6354
sub-07,E224,post,7.7198
sub-07,E225,pre,8.2525
